Date,RTO,Product,Spend
30/4/2020,Great South,Retail sales - other,0.283893832
30/4/2020,Hamilton & Waikato Tourism,Accommodation services,0.103738526
30/4/2020,Hamilton & Waikato Tourism,"Cultural, recreation, and gambling services",0.004053537
30/4/2020,Hamilton & Waikato Tourism,Food and beverage serving services,0.28203976
30/4/2020,Hamilton & Waikato Tourism,Other passenger transport,0.00904297
30/4/2020,Hamilton & Waikato Tourism,Other tourism products,0.198603913
30/4/2020,Hamilton & Waikato Tourism,"Retail sales - alcohol, food, and beverages",8.191050925
30/4/2020,Hamilton & Waikato Tourism,Retail sales - fuel and other automotive products,1.759156617
30/4/2020,Hamilton & Waikato Tourism,Retail sales - other,0.857655078
30/4/2020,Hawke's Bay Tourism,Accommodation services,0.172983501
30/4/2020,Hawke's Bay Tourism,"Cultural, recreation, and gambling services",0.000433024
30/4/2020,Hawke's Bay Tourism,Food and beverage serving services,0.087932402
30/4/2020,Hawke's Bay Tourism,Other passenger transport,0.001633748
30/4/2020,Hawke's Bay Tourism,Other tourism products,0.08715546
30/4/2020,Hawke's Bay Tourism,"Retail sales - alcohol, food, and beverages",3.704885857
30/4/2020,Hawke's Bay Tourism,Retail sales - fuel and other automotive products,0.792316205
30/4/2020,Hawke's Bay Tourism,Retail sales - other,0.319572795
30/4/2020,Hurunui Tourism,Accommodation services,0.010301915
30/4/2020,Hurunui Tourism,"Cultural, recreation, and gambling services",0.000165613
30/4/2020,Hurunui Tourism,Food and beverage serving services,0.008143541
30/4/2020,Hurunui Tourism,Other tourism products,0.00384619
30/4/2020,Hurunui Tourism,"Retail sales - alcohol, food, and beverages",0.569922172
30/4/2020,Hurunui Tourism,Retail sales - fuel and other automotive products,0.245515866
30/4/2020,Hurunui Tourism,Retail sales - other,0.00917795
30/4/2020,Lake Wanaka Tourism,Accommodation services,0.049006874
30/4/2020,Lake Wanaka Tourism,"Cultural, recreation, and gambling services",0.004827755
30/4/2020,Lake Wanaka Tourism,Food and beverage serving services,0.028529016
30/4/2020,Lake Wanaka Tourism,Other tourism products,0.056128651
30/4/2020,Lake Wanaka Tourism,"Retail sales - alcohol, food, and beverages",1.388621032
30/4/2020,Lake Wanaka Tourism,Retail sales - fuel and other automotive products,0.129865252
30/4/2020,Lake Wanaka Tourism,Retail sales - other,0.087039371
30/4/2020,Mackenzie Region,Accommodation services,0.008984542
30/4/2020,Mackenzie Region,"Cultural, recreation, and gambling services",0.000977164
30/4/2020,Mackenzie Region,Food and beverage serving services,0.007722873
30/4/2020,Mackenzie Region,Other tourism products,0.007515443
30/4/2020,Mackenzie Region,"Retail sales - alcohol, food, and beverages",0.461523339
30/4/2020,Mackenzie Region,Retail sales - fuel and other automotive products,0.085348673
30/4/2020,Mackenzie Region,Retail sales - other,0.01003554
30/4/2020,Nelson Regional Development Agency (NRDA),Accommodation services,0.185752294
30/4/2020,Nelson Regional Development Agency (NRDA),"Cultural, recreation, and gambling services",0.004028398
30/4/2020,Nelson Regional Development Agency (NRDA),Food and beverage serving services,0.045174277
30/4/2020,Nelson Regional Development Agency (NRDA),Other passenger transport,0.007568514
30/4/2020,Nelson Regional Development Agency (NRDA),Other tourism products,0.062584647
30/4/2020,Nelson Regional Development Agency (NRDA),"Retail sales - alcohol, food, and beverages",2.0139119
30/4/2020,Nelson Regional Development Agency (NRDA),Retail sales - fuel and other automotive products,0.377048046
30/4/2020,Nelson Regional Development Agency (NRDA),Retail sales - other,0.220595462
30/4/2020,Northland Inc,Accommodation services,0.128267093
30/4/2020,Northland Inc,"Cultural, recreation, and gambling services",0.004609815
30/4/2020,Northland Inc,Food and beverage serving services,0.15613378
30/4/2020,Northland Inc,Other passenger transport,0.00394022
30/4/2020,Northland Inc,Other tourism products,0.183131276
30/4/2020,Northland Inc,"Retail sales - alcohol, food, and beverages",7.952939088
30/4/2020,Northland Inc,Retail sales - fuel and other automotive products,1.436539165
30/4/2020,Northland Inc,Retail sales - other,0.483103007
30/4/2020,Not elsewhere classified,Accommodation services,0.038673239
30/4/2020,Not elsewhere classified,Food and beverage serving services,0.058187799
30/4/2020,Not elsewhere classified,Other passenger transport,0.000619393
30/4/2020,Not elsewhere classified,Other tourism products,0.018225787
30/4/2020,Not elsewhere classified,"Retail sales - alcohol, food, and beverages",2.637106372
30/4/2020,Not elsewhere classified,Retail sales - fuel and other automotive products,0.682512087
30/4/2020,Not elsewhere classified,Retail sales - other,0.11259371
30/4/2020,Tourism Bay of Plenty,Accommodation services,0.213862218
30/4/2020,Tourism Bay of Plenty,"Cultural, recreation, and gambling services",0.001211788
30/4/2020,Tourism Bay of Plenty,Food and beverage serving services,0.154046594
30/4/2020,Tourism Bay of Plenty,Other passenger transport,0.012581819
30/4/2020,Tourism Bay of Plenty,Other tourism products,0.26474586
30/4/2020,Tourism Bay of Plenty,"Retail sales - alcohol, food, and beverages",6.515573007
30/4/2020,Tourism Bay of Plenty,Retail sales - fuel and other automotive products,1.041633582
30/4/2020,Tourism Bay of Plenty,Retail sales - other,0.647138646
30/4/2020,Tourism Central Otago,Accommodation services,0.037922179
30/4/2020,Tourism Central Otago,"Cultural, recreation, and gambling services",0.000145115
30/4/2020,Tourism Central Otago,Food and beverage serving services,0.013902641
30/4/2020,Tourism Central Otago,Other tourism products,0.016089571
30/4/2020,Tourism Central Otago,"Retail sales - alcohol, food, and beverages",1.451595762
30/4/2020,Tourism Central Otago,Retail sales - fuel and other automotive products,0.2515737
30/4/2020,Tourism Central Otago,Retail sales - other,0.058986434
30/4/2020,Tourism Waitaki,Accommodation services,0.014583052
30/4/2020,Tourism Waitaki,"Cultural, recreation, and gambling services",2.15323E-05
30/4/2020,Tourism Waitaki,Food and beverage serving services,0.026494224
30/4/2020,Tourism Waitaki,Other passenger transport,5.40816E-05
30/4/2020,Tourism Waitaki,Other tourism products,0.00568178
30/4/2020,Tourism Waitaki,"Retail sales - alcohol, food, and beverages",1.267242956
30/4/2020,Tourism Waitaki,Retail sales - fuel and other automotive products,0.376103964
30/4/2020,Tourism Waitaki,Retail sales - other,0.050015308
30/4/2020,Trust Tairawhiti,Accommodation services,0.122779194
30/4/2020,Trust Tairawhiti,"Cultural, recreation, and gambling services",3.96433E-05
30/4/2020,Trust Tairawhiti,Food and beverage serving services,0.030884801
30/4/2020,Trust Tairawhiti,Other passenger transport,0.00213
30/4/2020,Trust Tairawhiti,Other tourism products,0.028370815
30/4/2020,Trust Tairawhiti,"Retail sales - alcohol, food, and beverages",1.064271612
30/4/2020,Trust Tairawhiti,Retail sales - fuel and other automotive products,0.350130579
30/4/2020,Trust Tairawhiti,Retail sales - other,0.058346366
30/4/2020,Venture Taranaki,Accommodation services,0.088855874
30/4/2020,Venture Taranaki,"Cultural, recreation, and gambling services",0.002591573
30/4/2020,Venture Taranaki,Food and beverage serving services,0.058648613
30/4/2020,Venture Taranaki,Other passenger transport,0.016891551
30/4/2020,Venture Taranaki,Other tourism products,0.052040669
30/4/2020,Venture Taranaki,"Retail sales - alcohol, food, and beverages",2.881848279
30/4/2020,Venture Taranaki,Retail sales - fuel and other automotive products,0.489938538
30/4/2020,Venture Taranaki,Retail sales - other,0.252943515
30/4/2020,Venture Timaru,Accommodation services,0.014376236
30/4/2020,Venture Timaru,"Cultural, recreation, and gambling services",0.001325318
30/4/2020,Venture Timaru,Food and beverage serving services,0.039741268
30/4/2020,Venture Timaru,Other passenger transport,0.001380427
30/4/2020,Venture Timaru,Other tourism products,0.015253472
30/4/2020,Venture Timaru,"Retail sales - alcohol, food, and beverages",1.968948178
30/4/2020,Venture Timaru,Retail sales - fuel and other automotive products,0.404410347
30/4/2020,Venture Timaru,Retail sales - other,0.247354578
30/4/2020,Visit Ruapehu,Accommodation services,0.019757538
30/4/2020,Visit Ruapehu,"Cultural, recreation, and gambling services",4.09495E-05
30/4/2020,Visit Ruapehu,Food and beverage serving services,0.012804647
30/4/2020,Visit Ruapehu,Other tourism products,0.003114723
30/4/2020,Visit Ruapehu,"Retail sales - alcohol, food, and beverages",0.814646112
30/4/2020,Visit Ruapehu,Retail sales - fuel and other automotive products,0.169588444
30/4/2020,Visit Ruapehu,Retail sales - other,0.041427424
30/4/2020,Visit Whanganui,Accommodation services,0.013865031
30/4/2020,Visit Whanganui,"Cultural, recreation, and gambling services",5.82452E-05
30/4/2020,Visit Whanganui,Food and beverage serving services,0.023265844
30/4/2020,Visit Whanganui,Other tourism products,0.02336181
30/4/2020,Visit Whanganui,"Retail sales - alcohol, food, and beverages",1.39286745
30/4/2020,Visit Whanganui,Retail sales - fuel and other automotive products,0.160806443
30/4/2020,Visit Whanganui,Retail sales - other,0.121891215
30/4/2020,Wellington Regional Economic Development Agency (WREDA),Accommodation services,0.313711826
30/4/2020,Wellington Regional Economic Development Agency (WREDA),"Cultural, recreation, and gambling services",0.004526532
30/4/2020,Wellington Regional Economic Development Agency (WREDA),Food and beverage serving services,0.179271879
30/4/2020,Wellington Regional Economic Development Agency (WREDA),Other passenger transport,0.04200119
30/4/2020,Wellington Regional Economic Development Agency (WREDA),Other tourism products,0.317575869
30/4/2020,Wellington Regional Economic Development Agency (WREDA),"Retail sales - alcohol, food, and beverages",8.274386311
30/4/2020,Wellington Regional Economic Development Agency (WREDA),Retail sales - fuel and other automotive products,0.833023642
30/4/2020,Wellington Regional Economic Development Agency (WREDA),Retail sales - other,0.603784424
31/5/2020,"Auckland Tourism, Events and Economic Development (ATEED)",Accommodation services,2.099924664
31/5/2020,"Auckland Tourism, Events and Economic Development (ATEED)","Cultural, recreation, and gambling services",1.303677577
31/5/2020,"Auckland Tourism, Events and Economic Development (ATEED)",Food and beverage serving services,13.58166102
31/5/2020,"Auckland Tourism, Events and Economic Development (ATEED)",Other passenger transport,0.738657409
31/5/2020,"Auckland Tourism, Events and Economic Development (ATEED)",Other tourism products,9.52465034
31/5/2020,"Auckland Tourism, Events and Economic Development (ATEED)","Retail sales - alcohol, food, and beverages",26.01851901
31/5/2020,"Auckland Tourism, Events and Economic Development (ATEED)",Retail sales - fuel and other automotive products,10.27839417
31/5/2020,"Auckland Tourism, Events and Economic Development (ATEED)",Retail sales - other,41.20201668
31/5/2020,Central Economic Development Agency (CEDA),Accommodation services,0.451406083
31/5/2020,Central Economic Development Agency (CEDA),"Cultural, recreation, and gambling services",0.067110841
31/5/2020,Central Economic Development Agency (CEDA),Food and beverage serving services,2.050241006
31/5/2020,Central Economic Development Agency (CEDA),Other passenger transport,0.012792288
31/5/2020,Central Economic Development Agency (CEDA),Other tourism products,1.428533683
31/5/2020,Central Economic Development Agency (CEDA),"Retail sales - alcohol, food, and beverages",3.430247174
31/5/2020,Central Economic Development Agency (CEDA),Retail sales - fuel and other automotive products,1.552296749
31/5/2020,Central Economic Development Agency (CEDA),Retail sales - other,7.870848595
31/5/2020,ChristchurchNZ,Accommodation services,1.461600093
31/5/2020,ChristchurchNZ,"Cultural, recreation, and gambling services",0.33553669
31/5/2020,ChristchurchNZ,Food and beverage serving services,5.039235057
31/5/2020,ChristchurchNZ,Other passenger transport,0.292345866
31/5/2020,ChristchurchNZ,Other tourism products,4.486177557
31/5/2020,ChristchurchNZ,"Retail sales - alcohol, food, and beverages",8.933861099
31/5/2020,ChristchurchNZ,Retail sales - fuel and other automotive products,4.130615465
31/5/2020,ChristchurchNZ,Retail sales - other,19.65948423
31/5/2020,Destination Clutha,Accommodation services,0.101585664
31/5/2020,Destination Clutha,"Cultural, recreation, and gambling services",0.026179536
31/5/2020,Destination Clutha,Food and beverage serving services,0.3123135
31/5/2020,Destination Clutha,Other passenger transport,0.004511316
31/5/2020,Destination Clutha,Other tourism products,0.097885439
31/5/2020,Destination Clutha,"Retail sales - alcohol, food, and beverages",0.740295259
31/5/2020,Destination Clutha,Retail sales - fuel and other automotive products,0.397175734
31/5/2020,Destination Clutha,Retail sales - other,0.236996944
31/5/2020,Destination Coromandel,Accommodation services,0.64111246
31/5/2020,Destination Coromandel,"Cultural, recreation, and gambling services",0.271948288
31/5/2020,Destination Coromandel,Food and beverage serving services,2.868121665
31/5/2020,Destination Coromandel,Other passenger transport,0.012746534
31/5/2020,Destination Coromandel,Other tourism products,0.582059141
31/5/2020,Destination Coromandel,"Retail sales - alcohol, food, and beverages",6.864626683
31/5/2020,Destination Coromandel,Retail sales - fuel and other automotive products,2.752395358
31/5/2020,Destination Coromandel,Retail sales - other,4.615601377
31/5/2020,Destination Fiordland,Accommodation services,0.130810625
31/5/2020,Destination Fiordland,"Cultural, recreation, and gambling services",0.028489405
31/5/2020,Destination Fiordland,Food and beverage serving services,0.173597263
31/5/2020,Destination Fiordland,Other passenger transport,0.03829102
31/5/2020,Destination Fiordland,Other tourism products,0.011070936
31/5/2020,Destination Fiordland,"Retail sales - alcohol, food, and beverages",0.285010523
31/5/2020,Destination Fiordland,Retail sales - fuel and other automotive products,0.078575621
31/5/2020,Destination Fiordland,Retail sales - other,0.159718337
31/5/2020,Destination Great Lake Taupo,Accommodation services,1.425243317
31/5/2020,Destination Great Lake Taupo,"Cultural, recreation, and gambling services",0.853909279
31/5/2020,Destination Great Lake Taupo,Food and beverage serving services,2.668492899
31/5/2020,Destination Great Lake Taupo,Other passenger transport,0.059163396
31/5/2020,Destination Great Lake Taupo,Other tourism products,0.496179617
31/5/2020,Destination Great Lake Taupo,"Retail sales - alcohol, food, and beverages",2.904043998
31/5/2020,Destination Great Lake Taupo,Retail sales - fuel and other automotive products,2.490285797
31/5/2020,Destination Great Lake Taupo,Retail sales - other,4.821286001
31/5/2020,Destination Kaikoura,Accommodation services,0.268999446
31/5/2020,Destination Kaikoura,"Cultural, recreation, and gambling services",0.026145052
31/5/2020,Destination Kaikoura,Food and beverage serving services,0.441771308
31/5/2020,Destination Kaikoura,Other passenger transport,0.018260907
31/5/2020,Destination Kaikoura,Other tourism products,0.029273676
31/5/2020,Destination Kaikoura,"Retail sales - alcohol, food, and beverages",0.732722747
31/5/2020,Destination Kaikoura,Retail sales - fuel and other automotive products,0.26027034
31/5/2020,Destination Kaikoura,Retail sales - other,0.375200737
31/5/2020,Destination Marlborough,Accommodation services,0.672458779
31/5/2020,Destination Marlborough,"Cultural, recreation, and gambling services",0.04890074
31/5/2020,Destination Marlborough,Food and beverage serving services,0.921418208
31/5/2020,Destination Marlborough,Other passenger transport,0.090083168
31/5/2020,Destination Marlborough,Other tourism products,0.381010076
31/5/2020,Destination Marlborough,"Retail sales - alcohol, food, and beverages",1.999189344
31/5/2020,Destination Marlborough,Retail sales - fuel and other automotive products,0.890408237
31/5/2020,Destination Marlborough,Retail sales - other,1.598026346
31/5/2020,Destination Queenstown,Accommodation services,1.34783936
31/5/2020,Destination Queenstown,"Cultural, recreation, and gambling services",0.712660246
31/5/2020,Destination Queenstown,Food and beverage serving services,2.836075102
31/5/2020,Destination Queenstown,Other passenger transport,0.255748988
31/5/2020,Destination Queenstown,Other tourism products,0.793087796
31/5/2020,Destination Queenstown,"Retail sales - alcohol, food, and beverages",2.675579876
31/5/2020,Destination Queenstown,Retail sales - fuel and other automotive products,0.707161956
31/5/2020,Destination Queenstown,Retail sales - other,5.089056136
31/5/2020,Destination Rotorua,Accommodation services,1.128003395
31/5/2020,Destination Rotorua,"Cultural, recreation, and gambling services",1.10024191
31/5/2020,Destination Rotorua,Food and beverage serving services,2.374466004
31/5/2020,Destination Rotorua,Other passenger transport,0.182117992
31/5/2020,Destination Rotorua,Other tourism products,0.67888585
31/5/2020,Destination Rotorua,"Retail sales - alcohol, food, and beverages",3.776373509
31/5/2020,Destination Rotorua,Retail sales - fuel and other automotive products,1.973472079
31/5/2020,Destination Rotorua,Retail sales - other,5.020421317
31/5/2020,Destination Wairarapa,Accommodation services,0.306157149
31/5/2020,Destination Wairarapa,"Cultural, recreation, and gambling services",0.046562722
31/5/2020,Destination Wairarapa,Food and beverage serving services,1.210771343
31/5/2020,Destination Wairarapa,Other passenger transport,0.007199513
31/5/2020,Destination Wairarapa,Other tourism products,0.373447486
31/5/2020,Destination Wairarapa,"Retail sales - alcohol, food, and beverages",2.751261167
31/5/2020,Destination Wairarapa,Retail sales - fuel and other automotive products,0.878555958
31/5/2020,Destination Wairarapa,Retail sales - other,3.193277384
31/5/2020,Development West Coast,Accommodation services,0.941960915
31/5/2020,Development West Coast,"Cultural, recreation, and gambling services",0.090013809
31/5/2020,Development West Coast,Food and beverage serving services,0.686082499
31/5/2020,Development West Coast,Other passenger transport,0.203996728
31/5/2020,Development West Coast,Other tourism products,0.13467326
31/5/2020,Development West Coast,"Retail sales - alcohol, food, and beverages",1.748294714
31/5/2020,Development West Coast,Retail sales - fuel and other automotive products,1.310107853
31/5/2020,Development West Coast,Retail sales - other,1.02582733
31/5/2020,Enterprise Dunedin,Accommodation services,0.601733035
31/5/2020,Enterprise Dunedin,"Cultural, recreation, and gambling services",0.14352992
31/5/2020,Enterprise Dunedin,Food and beverage serving services,1.978183204
31/5/2020,Enterprise Dunedin,Other passenger transport,0.05604678
31/5/2020,Enterprise Dunedin,Other tourism products,1.025674886
31/5/2020,Enterprise Dunedin,"Retail sales - alcohol, food, and beverages",4.972119842
31/5/2020,Enterprise Dunedin,Retail sales - fuel and other automotive products,1.369943377
31/5/2020,Enterprise Dunedin,Retail sales - other,7.830106317
31/5/2020,Great South,Accommodation services,0.528900955
31/5/2020,Great South,"Cultural, recreation, and gambling services",0.067651888
31/5/2020,Great South,Food and beverage serving services,1.319030951
31/5/2020,Great South,Other passenger transport,0.013656766
31/5/2020,Great South,Other tourism products,0.619592331
31/5/2020,Great South,"Retail sales - alcohol, food, and beverages",4.299360042
31/5/2020,Great South,Retail sales - fuel and other automotive products,1.35638999
31/5/2020,Great South,Retail sales - other,3.702596788
31/5/2020,Hamilton & Waikato Tourism,Accommodation services,0.901071658
31/5/2020,Hamilton & Waikato Tourism,"Cultural, recreation, and gambling services",0.516631633
31/5/2020,Hamilton & Waikato Tourism,Food and beverage serving services,5.696776588
31/5/2020,Hamilton & Waikato Tourism,Other passenger transport,0.053315548
31/5/2020,Hamilton & Waikato Tourism,Other tourism products,2.763933329
31/5/2020,Hamilton & Waikato Tourism,"Retail sales - alcohol, food, and beverages",9.888003494
31/5/2020,Hamilton & Waikato Tourism,Retail sales - fuel and other automotive products,6.552656895
31/5/2020,Hamilton & Waikato Tourism,Retail sales - other,12.98184717
31/5/2020,Hawke's Bay Tourism,Accommodation services,0.975393126
31/5/2020,Hawke's Bay Tourism,"Cultural, recreation, and gambling services",0.142620931
31/5/2020,Hawke's Bay Tourism,Food and beverage serving services,2.671513294
31/5/2020,Hawke's Bay Tourism,Other passenger transport,0.021835061
31/5/2020,Hawke's Bay Tourism,Other tourism products,1.077417622
31/5/2020,Hawke's Bay Tourism,"Retail sales - alcohol, food, and beverages",4.835911952
31/5/2020,Hawke's Bay Tourism,Retail sales - fuel and other automotive products,2.037789074
31/5/2020,Hawke's Bay Tourism,Retail sales - other,6.139282087
31/5/2020,Hurunui Tourism,Accommodation services,0.340145087
31/5/2020,Hurunui Tourism,"Cultural, recreation, and gambling services",0.11521568
31/5/2020,Hurunui Tourism,Food and beverage serving services,0.631642675
31/5/2020,Hurunui Tourism,Other passenger transport,0.0041681
31/5/2020,Hurunui Tourism,Other tourism products,0.037701094
31/5/2020,Hurunui Tourism,"Retail sales - alcohol, food, and beverages",1.075929164
31/5/2020,Hurunui Tourism,Retail sales - fuel and other automotive products,0.499981814
31/5/2020,Hurunui Tourism,Retail sales - other,0.325179211
31/5/2020,Lake Wanaka Tourism,Accommodation services,0.467191467
31/5/2020,Lake Wanaka Tourism,"Cultural, recreation, and gambling services",1.043951434
31/5/2020,Lake Wanaka Tourism,Food and beverage serving services,0.867861516
31/5/2020,Lake Wanaka Tourism,Other passenger transport,0.029724081
31/5/2020,Lake Wanaka Tourism,Other tourism products,0.441522742
31/5/2020,Lake Wanaka Tourism,"Retail sales - alcohol, food, and beverages",1.898835502
31/5/2020,Lake Wanaka Tourism,Retail sales - fuel and other automotive products,0.616891482
31/5/2020,Lake Wanaka Tourism,Retail sales - other,1.766844755
31/5/2020,Mackenzie Region,Accommodation services,0.386583983
31/5/2020,Mackenzie Region,"Cultural, recreation, and gambling services",0.096580063
31/5/2020,Mackenzie Region,Food and beverage serving services,0.621418123
31/5/2020,Mackenzie Region,Other passenger transport,0.082693216
31/5/2020,Mackenzie Region,Other tourism products,0.069783038
31/5/2020,Mackenzie Region,"Retail sales - alcohol, food, and beverages",0.752230689
31/5/2020,Mackenzie Region,Retail sales - fuel and other automotive products,0.472222831
31/5/2020,Mackenzie Region,Retail sales - other,0.171931106
31/5/2020,Nelson Regional Development Agency (NRDA),Accommodation services,0.664602234
31/5/2020,Nelson Regional Development Agency (NRDA),"Cultural, recreation, and gambling services",0.05657466
31/5/2020,Nelson Regional Development Agency (NRDA),Food and beverage serving services,1.212814431
31/5/2020,Nelson Regional Development Agency (NRDA),Other passenger transport,0.042623663
31/5/2020,Nelson Regional Development Agency (NRDA),Other tourism products,0.472247557
31/5/2020,Nelson Regional Development Agency (NRDA),"Retail sales - alcohol, food, and beverages",2.486619956
31/5/2020,Nelson Regional Development Agency (NRDA),Retail sales - fuel and other automotive products,1.003102808
31/5/2020,Nelson Regional Development Agency (NRDA),Retail sales - other,3.060663986
31/5/2020,Northland Inc,Accommodation services,1.477252448
31/5/2020,Northland Inc,"Cultural, recreation, and gambling services",0.259155982
31/5/2020,Northland Inc,Food and beverage serving services,3.615954312
31/5/2020,Northland Inc,Other passenger transport,0.090521954
31/5/2020,Northland Inc,Other tourism products,1.615797939
31/5/2020,Northland Inc,"Retail sales - alcohol, food, and beverages",8.425374917
31/5/2020,Northland Inc,Retail sales - fuel and other automotive products,3.502511672
31/5/2020,Northland Inc,Retail sales - other,8.591055782
31/5/2020,Not elsewhere classified,Accommodation services,0.260260173
31/5/2020,Not elsewhere classified,"Cultural, recreation, and gambling services",0.065823062
31/5/2020,Not elsewhere classified,Food and beverage serving services,1.350487742
31/5/2020,Not elsewhere classified,Other passenger transport,0.015194089
31/5/2020,Not elsewhere classified,Other tourism products,0.242546158
31/5/2020,Not elsewhere classified,"Retail sales - alcohol, food, and beverages",3.137746935
31/5/2020,Not elsewhere classified,Retail sales - fuel and other automotive products,2.508750469
31/5/2020,Not elsewhere classified,Retail sales - other,1.886611637
31/5/2020,Tourism Bay of Plenty,Accommodation services,1.375368417
31/5/2020,Tourism Bay of Plenty,"Cultural, recreation, and gambling services",0.315171461
31/5/2020,Tourism Bay of Plenty,Food and beverage serving services,4.6221244
31/5/2020,Tourism Bay of Plenty,Other passenger transport,0.045870201
31/5/2020,Tourism Bay of Plenty,Other tourism products,2.130387243
31/5/2020,Tourism Bay of Plenty,"Retail sales - alcohol, food, and beverages",8.478223211
31/5/2020,Tourism Bay of Plenty,Retail sales - fuel and other automotive products,3.08387118
31/5/2020,Tourism Bay of Plenty,Retail sales - other,13.1765965
31/5/2020,Tourism Central Otago,Accommodation services,0.320740517
31/5/2020,Tourism Central Otago,"Cultural, recreation, and gambling services",0.09017647
31/5/2020,Tourism Central Otago,Food and beverage serving services,0.636024937
31/5/2020,Tourism Central Otago,Other passenger transport,0.000330207
31/5/2020,Tourism Central Otago,Other tourism products,0.138712305
31/5/2020,Tourism Central Otago,"Retail sales - alcohol, food, and beverages",1.735103147
31/5/2020,Tourism Central Otago,Retail sales - fuel and other automotive products,0.802666721
31/5/2020,Tourism Central Otago,Retail sales - other,0.959394566
31/5/2020,Tourism Waitaki,Accommodation services,0.328248023
31/5/2020,Tourism Waitaki,"Cultural, recreation, and gambling services",0.036521893
31/5/2020,Tourism Waitaki,Food and beverage serving services,0.827657394
31/5/2020,Tourism Waitaki,Other passenger transport,0.001896646
31/5/2020,Tourism Waitaki,Other tourism products,0.089572825
31/5/2020,Tourism Waitaki,"Retail sales - alcohol, food, and beverages",1.485683457
31/5/2020,Tourism Waitaki,Retail sales - fuel and other automotive products,0.971467705
31/5/2020,Tourism Waitaki,Retail sales - other,0.74959699
31/5/2020,Trust Tairawhiti,Accommodation services,0.401729176
31/5/2020,Trust Tairawhiti,"Cultural, recreation, and gambling services",0.028816018
31/5/2020,Trust Tairawhiti,Food and beverage serving services,0.595719017
31/5/2020,Trust Tairawhiti,Other passenger transport,0.001204541
31/5/2020,Trust Tairawhiti,Other tourism products,0.179467494
31/5/2020,Trust Tairawhiti,"Retail sales - alcohol, food, and beverages",1.232540945
31/5/2020,Trust Tairawhiti,Retail sales - fuel and other automotive products,0.898676165
31/5/2020,Trust Tairawhiti,Retail sales - other,1.303939998
31/5/2020,Venture Taranaki,Accommodation services,0.880892939
31/5/2020,Venture Taranaki,"Cultural, recreation, and gambling services",0.087282965
31/5/2020,Venture Taranaki,Food and beverage serving services,1.625775862
31/5/2020,Venture Taranaki,Other passenger transport,0.02570487
31/5/2020,Venture Taranaki,Other tourism products,0.706646583
31/5/2020,Venture Taranaki,"Retail sales - alcohol, food, and beverages",3.363334182
31/5/2020,Venture Taranaki,Retail sales - fuel and other automotive products,1.412205611
31/5/2020,Venture Taranaki,Retail sales - other,3.921837654
31/5/2020,Venture Timaru,Accommodation services,0.222811206
31/5/2020,Venture Timaru,"Cultural, recreation, and gambling services",0.034566599
31/5/2020,Venture Timaru,Food and beverage serving services,0.981001552
31/5/2020,Venture Timaru,Other passenger transport,0.004256226
31/5/2020,Venture Timaru,Other tourism products,0.449932568
31/5/2020,Venture Timaru,"Retail sales - alcohol, food, and beverages",2.963886633
31/5/2020,Venture Timaru,Retail sales - fuel and other automotive products,1.033959723
31/5/2020,Venture Timaru,Retail sales - other,3.284139529
31/5/2020,Visit Ruapehu,Accommodation services,0.720256558
31/5/2020,Visit Ruapehu,"Cultural, recreation, and gambling services",0.072391417
31/5/2020,Visit Ruapehu,Food and beverage serving services,0.449624386
31/5/2020,Visit Ruapehu,Other passenger transport,0.012119757
31/5/2020,Visit Ruapehu,Other tourism products,0.080611458
31/5/2020,Visit Ruapehu,"Retail sales - alcohol, food, and beverages",0.751065695
31/5/2020,Visit Ruapehu,Retail sales - fuel and other automotive products,0.580290972
31/5/2020,Visit Ruapehu,Retail sales - other,0.372239487
31/5/2020,Visit Whanganui,Accommodation services,0.177927269
31/5/2020,Visit Whanganui,"Cultural, recreation, and gambling services",0.033606335
31/5/2020,Visit Whanganui,Food and beverage serving services,0.609636639
31/5/2020,Visit Whanganui,Other passenger transport,0.001103251
31/5/2020,Visit Whanganui,Other tourism products,0.32873642
31/5/2020,Visit Whanganui,"Retail sales - alcohol, food, and beverages",1.941193523
31/5/2020,Visit Whanganui,Retail sales - fuel and other automotive products,0.565739911
31/5/2020,Visit Whanganui,Retail sales - other,2.136414462
31/5/2020,Wellington Regional Economic Development Agency (WREDA),Accommodation services,1.781065735
31/5/2020,Wellington Regional Economic Development Agency (WREDA),"Cultural, recreation, and gambling services",0.306142249
31/5/2020,Wellington Regional Economic Development Agency (WREDA),Food and beverage serving services,6.027017949
31/5/2020,Wellington Regional Economic Development Agency (WREDA),Other passenger transport,0.180249965
31/5/2020,Wellington Regional Economic Development Agency (WREDA),Other tourism products,3.534331122
31/5/2020,Wellington Regional Economic Development Agency (WREDA),"Retail sales - alcohol, food, and beverages",9.679696685
31/5/2020,Wellington Regional Economic Development Agency (WREDA),Retail sales - fuel and other automotive products,2.68153544
31/5/2020,Wellington Regional Economic Development Agency (WREDA),Retail sales - other,14.37241404
30/6/2020,"Auckland Tourism, Events and Economic Development (ATEED)",Accommodation services,5.117660349
30/6/2020,"Auckland Tourism, Events and Economic Development (ATEED)","Cultural, recreation, and gambling services",3.141704898
30/6/2020,"Auckland Tourism, Events and Economic Development (ATEED)",Food and beverage serving services,24.95453772
30/6/2020,"Auckland Tourism, Events and Economic Development (ATEED)",Other passenger transport,1.45355055
